x,t,v
3000.0,0.43333333333333,90.0
3000.0,1.43333333333333,92.0
3000.0,2.43333333333333,90.0
3000.0,3.43333333333333,47.5
3000.0,4.43333333333333,94.5
3000.0,5.43333333333333,84.5
3000.0,6.43333333333333,97.5
3000.0,7.43333333333333,93.5
3000.0,8.43333333333333,87.5
3000.0,9.43333333333333,93.0
3000.0,10.43333333333333,94.0
3000.0,11.43333333333333,91.0
3000.0,12.43333333333333,95.5
3000.0,13.43333333333333,102.0
3000.0,14.43333333333333,49.5
3000.0,15.43333333333333,94.5
3000.0,16.43333333333333,90.0
3000.0,17.43333333333333,97.5
3000.0,18.43333333333333,92.0
3000.0,19.43333333333333,90.0
3000.0,20.43333333333333,95.0
3000.0,21.43333333333333,51.5
3000.0,22.43333333333333,93.0
3000.0,23.43333333333333,93.0
3000.0,24.43333333333333,97.5
3000.0,25.43333333333333,51.5
3000.0,26.43333333333333,114.5
3000.0,27.43333333333333,91.5
3000.0,28.433333333333334,93.5
3000.0,29.433333333333334,93.5
3000.0,30.433333333333334,46.5
3000.0,31.433333333333334,103.5
3000.0,32.43333333333334,92.5
3000.0,33.43333333333334,95.5
3000.0,34.43333333333334,93.0
3000.0,35.43333333333334,94.5
3000.0,36.43333333333334,51.0
3000.0,37.43333333333334,90.0
3000.0,38.43333333333334,93.5
3000.0,39.43333333333334,54.5
3000.0,40.43333333333334,93.0
3000.0,41.43333333333334,46.0
3000.0,42.43333333333334,90.5
3000.0,43.43333333333334,46.0
3000.0,44.43333333333334,92.0
3000.0,45.43333333333334,88.5
3000.0,46.43333333333334,86.0
3000.0,47.43333333333334,101.0
3000.0,48.43333333333334,88.5
3000.0,49.43333333333334,96.5
3000.0,50.43333333333334,45.5
3000.0,51.43333333333334,87.0
3000.0,52.43333333333334,90.5
3000.0,53.43333333333334,49.5
3000.0,54.43333333333334,98.5
3000.0,55.43333333333334,99.5
3000.0,56.43333333333333,86.5
3000.0,57.43333333333333,103.5
3000.0,58.43333333333333,47.5
3000.0,59.43333333333333,51.5
3000.0,60.43333333333333,97.5
3000.0,61.43333333333333,99.0
3000.0,62.43333333333333,42.5
3000.0,63.43333333333333,51.5
3000.0,64.43333333333334,96.5
3000.0,65.43333333333334,97.0
3000.0,66.43333333333334,96.5
3000.0,67.43333333333334,93.0
3000.0,68.43333333333334,98.0
3000.0,69.43333333333334,52.0
3000.0,70.43333333333334,51.5
3000.0,71.43333333333334,94.5
3000.0,72.43333333333334,47.0
3000.0,73.43333333333334,100.5
3000.0,74.43333333333334,95.5
3000.0,75.43333333333334,51.0
3000.0,76.43333333333334,93.0
3000.0,77.43333333333334,95.0
3000.0,78.43333333333334,98.0
3000.0,79.43333333333334,96.0
3000.0,80.43333333333334,101.5
3000.0,81.43333333333334,47.0
3000.0,82.43333333333334,92.5
3000.0,83.43333333333334,89.5
3000.0,84.43333333333334,47.5
3000.0,85.43333333333334,66.5
3000.0,86.43333333333334,96.5
3000.0,87.43333333333334,53.0
3000.0,88.43333333333334,42.0
3000.0,89.43333333333334,49.0
3000.0,90.43333333333334,91.0
3000.0,91.43333333333334,51.0
3000.0,92.43333333333334,52.5
3000.0,93.43333333333334,56.0
3000.0,94.43333333333334,54.0
3000.0,95.43333333333334,54.5
3000.0,96.43333333333334,98.0
3000.0,97.43333333333334,48.0
3000.0,98.43333333333334,48.0
3000.0,99.43333333333334,54.0
3000.0,100.43333333333334,46.5
3000.0,101.43333333333334,111.5
3000.0,102.43333333333334,50.5
3000.0,103.43333333333334,101.5
3000.0,104.43333333333334,49.5
3000.0,105.43333333333334,93.5
3000.0,106.43333333333334,95.0
3000.0,107.43333333333334,49.0
3000.0,108.43333333333334,98.5
3000.0,109.43333333333334,57.0
3000.0,110.43333333333334,92.0
3000.0,111.43333333333334,52.0
3000.0,112.43333333333334,97.5
3000.0,113.43333333333334,94.5
3000.0,114.43333333333334,101.0
3000.0,115.43333333333334,50.5
3000.0,116.43333333333334,90.5
3000.0,117.43333333333334,47.5
3000.0,118.43333333333334,115.5
3000.0,119.43333333333334,59.0
3000.0,120.43333333333334,50.0
3000.0,121.43333333333334,47.5
3000.0,122.43333333333334,48.5
3000.0,123.43333333333334,111.0
3000.0,124.43333333333334,93.5
3000.0,125.43333333333334,45.0
3000.0,126.43333333333334,49.0
3000.0,127.43333333333334,99.0
3000.0,128.43333333333334,111.0
3000.0,129.43333333333334,47.5
3000.0,130.43333333333334,47.0
3000.0,131.43333333333334,48.0
3000.0,132.43333333333334,58.0
3000.0,133.43333333333334,56.0
3000.0,134.43333333333334,53.5
3000.0,135.43333333333334,53.0
3000.0,136.43333333333334,90.5
3000.0,137.43333333333334,94.0
3000.0,138.43333333333334,47.5
3000.0,139.43333333333334,50.5
3000.0,140.43333333333334,49.5
3000.0,141.43333333333334,49.5
3000.0,142.43333333333334,100.5
