x,t,v
725.0619709119824,0.4833333333333343,83.0
725.0619709119824,1.4833333333333343,34.0
725.0619709119824,2.4833333333333343,57.0
725.0619709119824,3.4833333333333343,96.0
725.0619709119824,4.483333333333334,107.0
725.0619709119824,5.483333333333334,105.0
725.0619709119824,6.483333333333334,100.0
725.0619709119824,7.483333333333334,106.0
725.0619709119824,8.483333333333334,113.0
725.0619709119824,9.483333333333334,104.0
725.0619709119824,10.483333333333334,108.0
725.0619709119824,11.483333333333334,116.0
725.0619709119824,12.483333333333334,113.0
725.0619709119824,13.483333333333334,102.0
725.0619709119824,14.483333333333334,102.0
725.0619709119824,15.483333333333334,107.0
725.0619709119824,16.483333333333334,109.0
725.0619709119824,17.483333333333334,109.0
725.0619709119824,18.483333333333334,114.0
725.0619709119824,19.483333333333334,113.0
725.0619709119824,20.483333333333334,110.0
725.0619709119824,21.483333333333334,117.0
725.0619709119824,22.483333333333334,103.0
725.0619709119824,23.483333333333334,110.0
725.0619709119824,24.483333333333334,107.0
725.0619709119824,25.483333333333334,125.0
725.0619709119824,26.483333333333334,105.0
725.0619709119824,27.483333333333334,110.0
725.0619709119824,28.483333333333334,114.0
725.0619709119824,29.483333333333334,105.0
725.0619709119824,30.483333333333334,102.0
725.0619709119824,31.483333333333334,112.0
725.0619709119824,32.483333333333334,103.0
725.0619709119824,33.483333333333334,98.0
725.0619709119824,34.483333333333334,105.0
725.0619709119824,35.483333333333334,107.0
725.0619709119824,36.483333333333334,102.0
725.0619709119824,37.483333333333334,107.0
725.0619709119824,38.483333333333334,95.0
725.0619709119824,39.483333333333334,111.0
725.0619709119824,40.483333333333334,110.0
725.0619709119824,41.483333333333334,102.0
725.0619709119824,42.483333333333334,117.0
725.0619709119824,43.483333333333334,119.0
725.0619709119824,45.483333333333334,88.0
725.0619709119824,46.483333333333334,107.0
725.0619709119824,47.483333333333334,111.0
725.0619709119824,48.483333333333334,105.0
725.0619709119824,49.483333333333334,108.0
725.0619709119824,50.483333333333334,118.0
725.0619709119824,51.483333333333334,101.0
725.0619709119824,53.483333333333334,107.0
725.0619709119824,54.483333333333334,95.0
725.0619709119824,55.483333333333334,118.0
725.0619709119824,56.483333333333334,121.0
725.0619709119824,57.483333333333334,109.0
725.0619709119824,58.483333333333334,99.0
725.0619709119824,59.483333333333334,110.0
725.0619709119824,60.483333333333334,113.0
725.0619709119824,61.483333333333334,116.0
725.0619709119824,62.483333333333334,101.0
725.0619709119824,63.483333333333334,112.0
725.0619709119824,64.48333333333333,113.0
725.0619709119824,65.48333333333333,109.0
725.0619709119824,66.48333333333333,118.0
725.0619709119824,67.48333333333333,116.0
725.0619709119824,68.48333333333333,115.0
725.0619709119824,69.48333333333333,110.0
725.0619709119824,70.48333333333333,106.0
725.0619709119824,71.48333333333333,103.0
725.0619709119824,72.48333333333333,97.0
725.0619709119824,73.48333333333333,102.0
725.0619709119824,75.48333333333333,105.0
725.0619709119824,76.48333333333333,109.0
725.0619709119824,77.48333333333333,112.0
725.0619709119824,78.48333333333333,94.0
725.0619709119824,79.48333333333333,101.0
725.0619709119824,80.48333333333333,108.0
725.0619709119824,81.48333333333333,117.0
725.0619709119824,82.48333333333333,113.0
725.0619709119824,83.48333333333333,100.0
725.0619709119824,84.48333333333333,118.0
725.0619709119824,85.48333333333333,109.0
725.0619709119824,86.48333333333333,101.0
725.0619709119824,87.48333333333333,121.0
725.0619709119824,88.48333333333333,115.0
725.0619709119824,89.48333333333333,121.0
725.0619709119824,90.48333333333333,103.0
725.0619709119824,91.48333333333333,115.0
725.0619709119824,93.48333333333333,118.0
725.0619709119824,94.48333333333333,134.0
725.0619709119824,95.48333333333333,97.0
725.0619709119824,96.48333333333333,108.0
725.0619709119824,97.48333333333333,115.0
725.0619709119824,98.48333333333333,99.0
725.0619709119824,99.48333333333333,90.0
725.0619709119824,100.48333333333333,109.0
725.0619709119824,101.48333333333333,94.0
725.0619709119824,102.48333333333333,106.0
725.0619709119824,104.48333333333333,107.0
725.0619709119824,105.48333333333333,104.0
725.0619709119824,106.48333333333333,100.0
725.0619709119824,107.48333333333333,126.0
725.0619709119824,108.48333333333333,100.0
725.0619709119824,109.48333333333333,123.0
725.0619709119824,110.48333333333333,112.0
725.0619709119824,111.48333333333333,102.0
725.0619709119824,112.48333333333333,135.0
725.0619709119824,113.48333333333333,115.0
725.0619709119824,114.48333333333333,108.0
725.0619709119824,115.48333333333333,109.0
725.0619709119824,117.48333333333333,127.0
725.0619709119824,118.48333333333333,111.0
725.0619709119824,120.48333333333333,114.0
725.0619709119824,121.48333333333333,116.0
725.0619709119824,122.48333333333333,112.0
725.0619709119824,123.48333333333333,101.0
725.0619709119824,124.48333333333333,113.0
725.0619709119824,125.48333333333333,96.0
725.0619709119824,127.48333333333333,110.0
725.0619709119824,128.48333333333335,117.0
725.0619709119824,130.48333333333335,110.0
725.0619709119824,131.48333333333335,110.0
725.0619709119824,132.48333333333335,117.0
725.0619709119824,133.48333333333335,105.0
725.0619709119824,134.48333333333335,117.0
725.0619709119824,135.48333333333335,99.0
725.0619709119824,136.48333333333335,102.0
725.0619709119824,137.48333333333335,114.0
725.0619709119824,138.48333333333335,136.0
725.0619709119824,139.48333333333335,99.0
725.0619709119824,142.48333333333335,123.0
725.0619709119824,143.48333333333335,116.0
725.0619709119824,144.48333333333335,105.0
725.0619709119824,145.48333333333335,114.0
725.0619709119824,146.48333333333335,118.0
725.0619709119824,147.48333333333335,112.0
725.0619709119824,148.48333333333335,123.0
725.0619709119824,152.48333333333335,112.0
725.0619709119824,153.48333333333335,145.0
725.0619709119824,154.48333333333335,99.0
725.0619709119824,155.48333333333335,108.0
725.0619709119824,156.48333333333335,115.0
725.0619709119824,157.48333333333335,111.0
725.0619709119824,158.48333333333335,90.0
725.0619709119824,159.48333333333335,117.0
725.0619709119824,160.48333333333335,99.0
725.0619709119824,161.48333333333335,90.0
725.0619709119824,162.48333333333335,115.0
725.0619709119824,163.48333333333335,101.0
725.0619709119824,165.48333333333335,130.0
725.0619709119824,167.48333333333335,102.0
725.0619709119824,168.48333333333335,104.0
725.0619709119824,170.48333333333335,110.0
725.0619709119824,171.48333333333335,102.0
725.0619709119824,173.48333333333335,119.0
725.0619709119824,174.48333333333335,118.0
725.0619709119824,175.48333333333335,109.0
725.0619709119824,176.48333333333335,115.0
725.0619709119824,178.48333333333335,106.0
725.0619709119824,179.48333333333335,110.0
725.0619709119824,180.48333333333335,116.0
725.0619709119824,181.48333333333335,122.0
725.0619709119824,184.48333333333335,142.0
725.0619709119824,185.48333333333335,111.0
