id,starttijd,before,after
no_incident_camera_baseRWS01_MONIBAS_0150vws0507ra_2020-03-26 00:09:52,2020-03-26 00:09:52,"""{\""RWS01_MONICA_10D0040B680668200005\"": 3000.0, \""RWS01_MONIBAS_0040vwn0728ra\"": 2876.5475929801537, \""RWS01_MONICA_10D0040B403D68200005\"": 2069.223161846097, \""RWS01_MONIBAS_0040vwn0723ra\"": 1755.6347090412992, \""RWS01_MONICA_10D0040B5C2468200005\"": 1402.9759157686697, \""RWS01_MONICA_10D0040B545B68200005\"": 1259.4294929340037, \""RWS01_MONIBAS_0040vwn0717ra\"": 450.96131796663485, \""RWS01_MONIBAS_0040vwn0713ra\"": 55.52589440530437}""","""{\""RWS01_MONICA_10D0040B6C3868200005\"": 3148.66096323054, \""RWS01_MONICA_10D0040B705468200005\"": 3275.8469075024036, \""RWS01_MONIBAS_0040vwn0734ra\"": 3404.6322596230984, \""RWS01_MONICA_10D0040B7C2C68200005\"": 3534.3675220220216, \""RWS01_MONICA_10D0040B842E68200005\"": 3734.8717210627665, \""RWS01_MONIBAS_0040vwn0739ra\"": 3940.290195326881, \""RWS01_MONICA_10D0040B980468200005\"": 4189.202417929447, \""RWS01_MONIBAS_0041hrl0744ra\"": 4388.64331975514, \""RWS01_MONIBAS_0041hrl0747ra\"": 4719.79464812341, \""RWS01_MONIBAS_0041hrl0751ra\"": 5086.038027674775, \""RWS01_MONIBAS_0040vwe0763ra\"": 5462.9937132713885, \""RWS01_MONIBAS_0041hrl0754ra\"": 5482.86949298971, \""RWS01_MONIBAS_0150vws0507ra\"": 5993.323397221873}"""
no_incident_camera_baseRWS01_MONIBAS_0150vws0507ra_2020-03-22 05:27:31,2020-03-22 05:27:31,"""{\""RWS01_MONICA_10D0040B680668200005\"": 3000.0, \""RWS01_MONIBAS_0040vwn0728ra\"": 2876.5475929801537, \""RWS01_MONICA_10D0040B403D68200005\"": 2069.223161846097, \""RWS01_MONIBAS_0040vwn0723ra\"": 1755.6347090412992, \""RWS01_MONICA_10D0040B5C2468200005\"": 1402.9759157686697, \""RWS01_MONICA_10D0040B545B68200005\"": 1259.4294929340037, \""RWS01_MONIBAS_0040vwn0717ra\"": 450.96131796663485, \""RWS01_MONIBAS_0040vwn0713ra\"": 55.52589440530437}""","""{\""RWS01_MONICA_10D0040B6C3868200005\"": 3148.66096323054, \""RWS01_MONICA_10D0040B705468200005\"": 3275.8469075024036, \""RWS01_MONIBAS_0040vwn0734ra\"": 3404.6322596230984, \""RWS01_MONICA_10D0040B7C2C68200005\"": 3534.3675220220216, \""RWS01_MONICA_10D0040B842E68200005\"": 3734.8717210627665, \""RWS01_MONIBAS_0040vwn0739ra\"": 3940.290195326881, \""RWS01_MONICA_10D0040B980468200005\"": 4189.202417929447, \""RWS01_MONIBAS_0041hrl0744ra\"": 4388.64331975514, \""RWS01_MONIBAS_0041hrl0747ra\"": 4719.79464812341, \""RWS01_MONIBAS_0041hrl0751ra\"": 5086.038027674775, \""RWS01_MONIBAS_0040vwe0763ra\"": 5462.9937132713885, \""RWS01_MONIBAS_0041hrl0754ra\"": 5482.86949298971, \""RWS01_MONIBAS_0150vws0507ra\"": 5993.323397221873}"""
no_incident_camera_baseRWS01_MONIBAS_0150vws0507ra_2020-03-07 16:47:11,2020-03-07 16:47:11,"""{\""RWS01_MONICA_10D0040B680668200005\"": 3000.0, \""RWS01_MONIBAS_0040vwn0728ra\"": 2876.5475929801537, \""RWS01_MONICA_10D0040B403D68200005\"": 2069.223161846097, \""RWS01_MONIBAS_0040vwn0723ra\"": 1755.6347090412992, \""RWS01_MONICA_10D0040B5C2468200005\"": 1402.9759157686697, \""RWS01_MONICA_10D0040B545B68200005\"": 1259.4294929340037, \""RWS01_MONIBAS_0040vwn0717ra\"": 450.96131796663485, \""RWS01_MONIBAS_0040vwn0713ra\"": 55.52589440530437}""","""{\""RWS01_MONICA_10D0040B6C3868200005\"": 3148.66096323054, \""RWS01_MONICA_10D0040B705468200005\"": 3275.8469075024036, \""RWS01_MONIBAS_0040vwn0734ra\"": 3404.6322596230984, \""RWS01_MONICA_10D0040B7C2C68200005\"": 3534.3675220220216, \""RWS01_MONICA_10D0040B842E68200005\"": 3734.8717210627665, \""RWS01_MONIBAS_0040vwn0739ra\"": 3940.290195326881, \""RWS01_MONICA_10D0040B980468200005\"": 4189.202417929447, \""RWS01_MONIBAS_0041hrl0744ra\"": 4388.64331975514, \""RWS01_MONIBAS_0041hrl0747ra\"": 4719.79464812341, \""RWS01_MONIBAS_0041hrl0751ra\"": 5086.038027674775, \""RWS01_MONIBAS_0040vwe0763ra\"": 5462.9937132713885, \""RWS01_MONIBAS_0041hrl0754ra\"": 5482.86949298971, \""RWS01_MONIBAS_0150vws0507ra\"": 5993.323397221873}"""
no_incident_camera_baseRWS01_MONIBAS_0150vws0507ra_2020-03-23 19:30:31,2020-03-23 19:30:31,"""{\""RWS01_MONICA_10D0040B7C2C68200005\"": 3000.0, \""RWS01_MONIBAS_0040vwn0734ra\"": 2870.264737601077, \""RWS01_MONICA_10D0040B705468200005\"": 2741.479385480382, \""RWS01_MONICA_10D0040B6C3868200005\"": 2614.2934412085187, \""RWS01_MONICA_10D0040B680668200005\"": 2465.6324779779784, \""RWS01_MONIBAS_0040vwn0728ra\"": 2342.180070958132, \""RWS01_MONICA_10D0040B403D68200005\"": 1534.8556398240753, \""RWS01_MONIBAS_0040vwn0723ra\"": 1221.2671870192776, \""RWS01_MONICA_10D0040B5C2468200005\"": 868.6083937466483, \""RWS01_MONICA_10D0040B545B68200005\"": 725.0619709119824}""","""{\""RWS01_MONICA_10D0040B842E68200005\"": 3200.5041990407453, \""RWS01_MONIBAS_0040vwn0739ra\"": 3405.9226733048595, \""RWS01_MONICA_10D0040B980468200005\"": 3654.834895907425, \""RWS01_MONIBAS_0041hrl0744ra\"": 3854.2757977331175, \""RWS01_MONIBAS_0041hrl0747ra\"": 4185.427126101389, \""RWS01_MONIBAS_0041hrl0751ra\"": 4551.6705056527535, \""RWS01_MONIBAS_0040vwe0763ra\"": 4928.6261912493665, \""RWS01_MONIBAS_0041hrl0754ra\"": 4948.501970967689, \""RWS01_MONIBAS_0150vws0507ra\"": 5458.955875199852}"""
no_incident_camera_baseRWS01_MONIBAS_0150vws0507ra_2020-03-07 00:03:57,2020-03-07 00:03:57,"""{\""RWS01_MONICA_10D0040B7C2C68200005\"": 3000.0, \""RWS01_MONIBAS_0040vwn0734ra\"": 2870.264737601077, \""RWS01_MONICA_10D0040B705468200005\"": 2741.479385480382, \""RWS01_MONICA_10D0040B6C3868200005\"": 2614.2934412085187, \""RWS01_MONICA_10D0040B680668200005\"": 2465.6324779779784, \""RWS01_MONIBAS_0040vwn0728ra\"": 2342.180070958132, \""RWS01_MONICA_10D0040B403D68200005\"": 1534.8556398240753, \""RWS01_MONIBAS_0040vwn0723ra\"": 1221.2671870192776, \""RWS01_MONICA_10D0040B5C2468200005\"": 868.6083937466483, \""RWS01_MONICA_10D0040B545B68200005\"": 725.0619709119824}""","""{\""RWS01_MONICA_10D0040B842E68200005\"": 3200.5041990407453, \""RWS01_MONIBAS_0040vwn0739ra\"": 3405.9226733048595, \""RWS01_MONICA_10D0040B980468200005\"": 3654.834895907425, \""RWS01_MONIBAS_0041hrl0744ra\"": 3854.2757977331175, \""RWS01_MONIBAS_0041hrl0747ra\"": 4185.427126101389, \""RWS01_MONIBAS_0041hrl0751ra\"": 4551.6705056527535, \""RWS01_MONIBAS_0040vwe0763ra\"": 4928.6261912493665, \""RWS01_MONIBAS_0041hrl0754ra\"": 4948.501970967689, \""RWS01_MONIBAS_0150vws0507ra\"": 5458.955875199852}"""
no_incident_camera_baseRWS01_MONIBAS_0150vws0507ra_2020-03-10 19:44:02,2020-03-10 19:44:02,"""{\""RWS01_MONICA_10D0040B7C2C68200005\"": 3000.0, \""RWS01_MONIBAS_0040vwn0734ra\"": 2870.264737601077, \""RWS01_MONICA_10D0040B705468200005\"": 2741.479385480382, \""RWS01_MONICA_10D0040B6C3868200005\"": 2614.2934412085187, \""RWS01_MONICA_10D0040B680668200005\"": 2465.6324779779784, \""RWS01_MONIBAS_0040vwn0728ra\"": 2342.180070958132, \""RWS01_MONICA_10D0040B403D68200005\"": 1534.8556398240753, \""RWS01_MONIBAS_0040vwn0723ra\"": 1221.2671870192776, \""RWS01_MONICA_10D0040B5C2468200005\"": 868.6083937466483, \""RWS01_MONICA_10D0040B545B68200005\"": 725.0619709119824}""","""{\""RWS01_MONICA_10D0040B842E68200005\"": 3200.5041990407453, \""RWS01_MONIBAS_0040vwn0739ra\"": 3405.9226733048595, \""RWS01_MONICA_10D0040B980468200005\"": 3654.834895907425, \""RWS01_MONIBAS_0041hrl0744ra\"": 3854.2757977331175, \""RWS01_MONIBAS_0041hrl0747ra\"": 4185.427126101389, \""RWS01_MONIBAS_0041hrl0751ra\"": 4551.6705056527535, \""RWS01_MONIBAS_0040vwe0763ra\"": 4928.6261912493665, \""RWS01_MONIBAS_0041hrl0754ra\"": 4948.501970967689, \""RWS01_MONIBAS_0150vws0507ra\"": 5458.955875199852}"""
no_incident_camera_baseRWS01_MONIBAS_0150vws0507ra_2020-03-09 02:53:34,2020-03-09 02:53:34,"""{\""RWS01_MONICA_10D0040B7C2C68200005\"": 3000.0, \""RWS01_MONIBAS_0040vwn0734ra\"": 2870.264737601077, \""RWS01_MONICA_10D0040B705468200005\"": 2741.479385480382, \""RWS01_MONICA_10D0040B6C3868200005\"": 2614.2934412085187, \""RWS01_MONICA_10D0040B680668200005\"": 2465.6324779779784, \""RWS01_MONIBAS_0040vwn0728ra\"": 2342.180070958132, \""RWS01_MONICA_10D0040B403D68200005\"": 1534.8556398240753, \""RWS01_MONIBAS_0040vwn0723ra\"": 1221.2671870192776, \""RWS01_MONICA_10D0040B5C2468200005\"": 868.6083937466483, \""RWS01_MONICA_10D0040B545B68200005\"": 725.0619709119824}""","""{\""RWS01_MONICA_10D0040B842E68200005\"": 3200.5041990407453, \""RWS01_MONIBAS_0040vwn0739ra\"": 3405.9226733048595, \""RWS01_MONICA_10D0040B980468200005\"": 3654.834895907425, \""RWS01_MONIBAS_0041hrl0744ra\"": 3854.2757977331175, \""RWS01_MONIBAS_0041hrl0747ra\"": 4185.427126101389, \""RWS01_MONIBAS_0041hrl0751ra\"": 4551.6705056527535, \""RWS01_MONIBAS_0040vwe0763ra\"": 4928.6261912493665, \""RWS01_MONIBAS_0041hrl0754ra\"": 4948.501970967689, \""RWS01_MONIBAS_0150vws0507ra\"": 5458.955875199852}"""
no_incident_camera_baseRWS01_MONIBAS_0150vws0507ra_2020-03-27 07:29:11,2020-03-27 07:29:11,"""{\""RWS01_MONICA_10D0040B7C2C68200005\"": 3000.0, \""RWS01_MONIBAS_0040vwn0734ra\"": 2870.264737601077, \""RWS01_MONICA_10D0040B705468200005\"": 2741.479385480382, \""RWS01_MONICA_10D0040B6C3868200005\"": 2614.2934412085187, \""RWS01_MONICA_10D0040B680668200005\"": 2465.6324779779784, \""RWS01_MONIBAS_0040vwn0728ra\"": 2342.180070958132, \""RWS01_MONICA_10D0040B403D68200005\"": 1534.8556398240753, \""RWS01_MONIBAS_0040vwn0723ra\"": 1221.2671870192776, \""RWS01_MONICA_10D0040B5C2468200005\"": 868.6083937466483, \""RWS01_MONICA_10D0040B545B68200005\"": 725.0619709119824}""","""{\""RWS01_MONICA_10D0040B842E68200005\"": 3200.5041990407453, \""RWS01_MONIBAS_0040vwn0739ra\"": 3405.9226733048595, \""RWS01_MONICA_10D0040B980468200005\"": 3654.834895907425, \""RWS01_MONIBAS_0041hrl0744ra\"": 3854.2757977331175, \""RWS01_MONIBAS_0041hrl0747ra\"": 4185.427126101389, \""RWS01_MONIBAS_0041hrl0751ra\"": 4551.6705056527535, \""RWS01_MONIBAS_0040vwe0763ra\"": 4928.6261912493665, \""RWS01_MONIBAS_0041hrl0754ra\"": 4948.501970967689, \""RWS01_MONIBAS_0150vws0507ra\"": 5458.955875199852}"""
no_incident_camera_baseRWS01_MONIBAS_0150vws0507ra_2020-03-05 03:02:51,2020-03-05 03:02:51,"""{\""RWS01_MONICA_10D0040B7C2C68200005\"": 3000.0, \""RWS01_MONIBAS_0040vwn0734ra\"": 2870.264737601077, \""RWS01_MONICA_10D0040B705468200005\"": 2741.479385480382, \""RWS01_MONICA_10D0040B6C3868200005\"": 2614.2934412085187, \""RWS01_MONICA_10D0040B680668200005\"": 2465.6324779779784, \""RWS01_MONIBAS_0040vwn0728ra\"": 2342.180070958132, \""RWS01_MONICA_10D0040B403D68200005\"": 1534.8556398240753, \""RWS01_MONIBAS_0040vwn0723ra\"": 1221.2671870192776, \""RWS01_MONICA_10D0040B5C2468200005\"": 868.6083937466483, \""RWS01_MONICA_10D0040B545B68200005\"": 725.0619709119824}""","""{\""RWS01_MONICA_10D0040B842E68200005\"": 3200.5041990407453, \""RWS01_MONIBAS_0040vwn0739ra\"": 3405.9226733048595, \""RWS01_MONICA_10D0040B980468200005\"": 3654.834895907425, \""RWS01_MONIBAS_0041hrl0744ra\"": 3854.2757977331175, \""RWS01_MONIBAS_0041hrl0747ra\"": 4185.427126101389, \""RWS01_MONIBAS_0041hrl0751ra\"": 4551.6705056527535, \""RWS01_MONIBAS_0040vwe0763ra\"": 4928.6261912493665, \""RWS01_MONIBAS_0041hrl0754ra\"": 4948.501970967689, \""RWS01_MONIBAS_0150vws0507ra\"": 5458.955875199852}"""
no_incident_camera_baseRWS01_MONIBAS_0150vws0507ra_2020-03-09 03:18:23,2020-03-09 03:18:23,"""{\""RWS01_MONICA_10D0040B7C2C68200005\"": 3000.0, \""RWS01_MONIBAS_0040vwn0734ra\"": 2870.264737601077, \""RWS01_MONICA_10D0040B705468200005\"": 2741.479385480382, \""RWS01_MONICA_10D0040B6C3868200005\"": 2614.2934412085187, \""RWS01_MONICA_10D0040B680668200005\"": 2465.6324779779784, \""RWS01_MONIBAS_0040vwn0728ra\"": 2342.180070958132, \""RWS01_MONICA_10D0040B403D68200005\"": 1534.8556398240753, \""RWS01_MONIBAS_0040vwn0723ra\"": 1221.2671870192776, \""RWS01_MONICA_10D0040B5C2468200005\"": 868.6083937466483, \""RWS01_MONICA_10D0040B545B68200005\"": 725.0619709119824}""","""{\""RWS01_MONICA_10D0040B842E68200005\"": 3200.5041990407453, \""RWS01_MONIBAS_0040vwn0739ra\"": 3405.9226733048595, \""RWS01_MONICA_10D0040B980468200005\"": 3654.834895907425, \""RWS01_MONIBAS_0041hrl0744ra\"": 3854.2757977331175, \""RWS01_MONIBAS_0041hrl0747ra\"": 4185.427126101389, \""RWS01_MONIBAS_0041hrl0751ra\"": 4551.6705056527535, \""RWS01_MONIBAS_0040vwe0763ra\"": 4928.6261912493665, \""RWS01_MONIBAS_0041hrl0754ra\"": 4948.501970967689, \""RWS01_MONIBAS_0150vws0507ra\"": 5458.955875199852}"""
no_incident_camera_baseRWS01_MONIBAS_0150vws0507ra_2020-03-21 11:16:51,2020-03-21 11:16:51,"""{\""RWS01_MONICA_10D0040B7C2C68200005\"": 3000.0, \""RWS01_MONIBAS_0040vwn0734ra\"": 2870.264737601077, \""RWS01_MONICA_10D0040B705468200005\"": 2741.479385480382, \""RWS01_MONICA_10D0040B6C3868200005\"": 2614.2934412085187, \""RWS01_MONICA_10D0040B680668200005\"": 2465.6324779779784, \""RWS01_MONIBAS_0040vwn0728ra\"": 2342.180070958132, \""RWS01_MONICA_10D0040B403D68200005\"": 1534.8556398240753, \""RWS01_MONIBAS_0040vwn0723ra\"": 1221.2671870192776, \""RWS01_MONICA_10D0040B5C2468200005\"": 868.6083937466483, \""RWS01_MONICA_10D0040B545B68200005\"": 725.0619709119824}""","""{\""RWS01_MONICA_10D0040B842E68200005\"": 3200.5041990407453, \""RWS01_MONIBAS_0040vwn0739ra\"": 3405.9226733048595, \""RWS01_MONICA_10D0040B980468200005\"": 3654.834895907425, \""RWS01_MONIBAS_0041hrl0744ra\"": 3854.2757977331175, \""RWS01_MONIBAS_0041hrl0747ra\"": 4185.427126101389, \""RWS01_MONIBAS_0041hrl0751ra\"": 4551.6705056527535, \""RWS01_MONIBAS_0040vwe0763ra\"": 4928.6261912493665, \""RWS01_MONIBAS_0041hrl0754ra\"": 4948.501970967689, \""RWS01_MONIBAS_0150vws0507ra\"": 5458.955875199852}"""
no_incident_camera_baseRWS01_MONIBAS_0150vws0507ra_2020-03-20 01:19:59,2020-03-20 01:19:59,"""{\""RWS01_MONICA_10D0040B7C2C68200005\"": 3000.0, \""RWS01_MONIBAS_0040vwn0734ra\"": 2870.264737601077, \""RWS01_MONICA_10D0040B705468200005\"": 2741.479385480382, \""RWS01_MONICA_10D0040B6C3868200005\"": 2614.2934412085187, \""RWS01_MONICA_10D0040B680668200005\"": 2465.6324779779784, \""RWS01_MONIBAS_0040vwn0728ra\"": 2342.180070958132, \""RWS01_MONICA_10D0040B403D68200005\"": 1534.8556398240753, \""RWS01_MONIBAS_0040vwn0723ra\"": 1221.2671870192776, \""RWS01_MONICA_10D0040B5C2468200005\"": 868.6083937466483, \""RWS01_MONICA_10D0040B545B68200005\"": 725.0619709119824}""","""{\""RWS01_MONICA_10D0040B842E68200005\"": 3200.5041990407453, \""RWS01_MONIBAS_0040vwn0739ra\"": 3405.9226733048595, \""RWS01_MONICA_10D0040B980468200005\"": 3654.834895907425, \""RWS01_MONIBAS_0041hrl0744ra\"": 3854.2757977331175, \""RWS01_MONIBAS_0041hrl0747ra\"": 4185.427126101389, \""RWS01_MONIBAS_0041hrl0751ra\"": 4551.6705056527535, \""RWS01_MONIBAS_0040vwe0763ra\"": 4928.6261912493665, \""RWS01_MONIBAS_0041hrl0754ra\"": 4948.501970967689, \""RWS01_MONIBAS_0150vws0507ra\"": 5458.955875199852}"""
no_incident_camera_baseRWS01_MONIBAS_0150vws0507ra_2020-03-23 03:27:14,2020-03-23 03:27:14,"""{\""RWS01_MONICA_10D0040B7C2C68200005\"": 3000.0, \""RWS01_MONIBAS_0040vwn0734ra\"": 2870.264737601077, \""RWS01_MONICA_10D0040B705468200005\"": 2741.479385480382, \""RWS01_MONICA_10D0040B6C3868200005\"": 2614.2934412085187, \""RWS01_MONICA_10D0040B680668200005\"": 2465.6324779779784, \""RWS01_MONIBAS_0040vwn0728ra\"": 2342.180070958132, \""RWS01_MONICA_10D0040B403D68200005\"": 1534.8556398240753, \""RWS01_MONIBAS_0040vwn0723ra\"": 1221.2671870192776, \""RWS01_MONICA_10D0040B5C2468200005\"": 868.6083937466483, \""RWS01_MONICA_10D0040B545B68200005\"": 725.0619709119824}""","""{\""RWS01_MONICA_10D0040B842E68200005\"": 3200.5041990407453, \""RWS01_MONIBAS_0040vwn0739ra\"": 3405.9226733048595, \""RWS01_MONICA_10D0040B980468200005\"": 3654.834895907425, \""RWS01_MONIBAS_0041hrl0744ra\"": 3854.2757977331175, \""RWS01_MONIBAS_0041hrl0747ra\"": 4185.427126101389, \""RWS01_MONIBAS_0041hrl0751ra\"": 4551.6705056527535, \""RWS01_MONIBAS_0040vwe0763ra\"": 4928.6261912493665, \""RWS01_MONIBAS_0041hrl0754ra\"": 4948.501970967689, \""RWS01_MONIBAS_0150vws0507ra\"": 5458.955875199852}"""
