x,t,v
443.2394970173473,0.0833333333333357,76.5
443.2394970173473,1.0833333333333357,78.0
443.2394970173473,2.0833333333333357,77.75
443.2394970173473,3.0833333333333357,77.0
443.2394970173473,4.083333333333336,78.25
443.2394970173473,5.083333333333336,78.5
443.2394970173473,6.083333333333336,78.0
443.2394970173473,7.083333333333336,77.5
443.2394970173473,8.083333333333336,76.75
443.2394970173473,9.083333333333336,78.75
443.2394970173473,10.083333333333336,78.0
443.2394970173473,11.083333333333336,78.25
443.2394970173473,12.083333333333336,78.5
443.2394970173473,13.083333333333336,76.75
443.2394970173473,14.083333333333336,78.0
443.2394970173473,15.083333333333336,76.25
443.2394970173473,16.083333333333336,77.75
443.2394970173473,17.083333333333336,78.0
443.2394970173473,18.083333333333336,74.75
443.2394970173473,19.083333333333336,75.5
443.2394970173473,20.083333333333336,78.5
443.2394970173473,21.083333333333336,77.0
443.2394970173473,22.083333333333336,77.5
443.2394970173473,23.083333333333336,71.75
443.2394970173473,24.083333333333336,76.0
443.2394970173473,25.083333333333336,75.25
443.2394970173473,26.083333333333336,76.5
443.2394970173473,27.083333333333336,75.75
443.2394970173473,28.083333333333332,77.25
443.2394970173473,29.083333333333332,76.25
443.2394970173473,30.083333333333332,75.25
443.2394970173473,31.083333333333332,75.0
443.2394970173473,32.08333333333333,75.75
443.2394970173473,33.08333333333333,75.25
443.2394970173473,34.08333333333333,76.5
443.2394970173473,35.08333333333333,74.5
443.2394970173473,36.08333333333333,75.75
443.2394970173473,37.08333333333333,79.25
443.2394970173473,38.08333333333333,78.25
443.2394970173473,39.08333333333333,77.5
443.2394970173473,40.08333333333333,75.75
443.2394970173473,41.08333333333333,78.25
443.2394970173473,43.08333333333333,58.5
443.2394970173473,44.083333333333336,77.75
443.2394970173473,45.083333333333336,74.75
443.2394970173473,46.083333333333336,77.5
443.2394970173473,47.083333333333336,78.0
443.2394970173473,48.083333333333336,77.75
443.2394970173473,49.083333333333336,77.5
443.2394970173473,50.083333333333336,76.0
443.2394970173473,51.083333333333336,76.25
443.2394970173473,52.083333333333336,79.0
443.2394970173473,53.083333333333336,77.75
443.2394970173473,54.083333333333336,78.75
443.2394970173473,55.083333333333336,77.5
443.2394970173473,56.083333333333336,59.0
443.2394970173473,57.083333333333336,77.25
443.2394970173473,58.083333333333336,77.75
443.2394970173473,59.083333333333336,58.0
443.2394970173473,60.083333333333336,77.0
443.2394970173473,61.083333333333336,78.5
443.2394970173473,62.083333333333336,78.25
443.2394970173473,63.083333333333336,77.75
443.2394970173473,64.08333333333333,79.75
443.2394970173473,65.08333333333333,78.25
443.2394970173473,66.08333333333333,75.5
443.2394970173473,67.08333333333333,77.25
443.2394970173473,68.08333333333333,77.25
443.2394970173473,69.08333333333333,78.0
443.2394970173473,70.08333333333333,76.0
443.2394970173473,71.08333333333333,75.25
443.2394970173473,72.08333333333333,76.0
443.2394970173473,73.08333333333333,74.75
443.2394970173473,74.08333333333333,77.5
443.2394970173473,75.08333333333333,78.25
443.2394970173473,76.08333333333333,79.5
443.2394970173473,77.08333333333333,73.75
443.2394970173473,78.08333333333333,78.0
443.2394970173473,79.08333333333333,76.5
443.2394970173473,80.08333333333333,78.0
443.2394970173473,81.08333333333333,78.5
443.2394970173473,82.08333333333333,76.75
443.2394970173473,83.08333333333333,76.5
443.2394970173473,84.08333333333333,74.5
443.2394970173473,85.08333333333333,77.5
443.2394970173473,86.08333333333333,76.75
443.2394970173473,87.08333333333333,78.0
443.2394970173473,88.08333333333333,81.0
443.2394970173473,89.08333333333333,75.75
